alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': 'high-purity argon and iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8804f042cb34,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,elastoplastic_model,SIMFEX tests were also performed on irradiated Zircaloy-4 cladding in iodine,judgement,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,SIMFEX,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'iodine', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",f08b74da8682,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,irradiated,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,,"Test variables included test temperature, core compression rate (or sample strain rate) and iodine partial pressure",judgement,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,the zirconium liner increased the diametral fracture strain values by a factor of about 2.5,judgement,,,text,,diametral fracture strain,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,expanding mandrel test,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,the graphite liner increased the diameter fracture strain by a factor of 5.3,judgement,,,text,,diameter fracture strain,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,expanding mandrel test,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,elastoplastic_model,"Wood et al. [9] performed SIMFEX tests on graphite-lined Zircaloy-4 tubing at a temperature of 300°C, core compression rates of 254 to 2538 μm/min and environments of 1×10^{-14} to 1.0 kPa water vapor",judgement,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,SIMFEX,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
graphite-lined Zircaloy-4,{},,"{'temp_C': 300.0, 'medium': 'water vapor', 'pressure_MPa': 0.001, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df52ea8a6367,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,elastoplastic_model,"Gangloff [6] performed zirconium-lined Zircaloy tests in iodine and cesium plus cadmium. The iodine tests were conducted at a temperature of 350°C, a core compression rate of 1.02 μm/min and an iodine partial pressure of 4 Pa",judgement,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,SIMFEX,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 350.0, 'medium': 'iodine', 'pressure_MPa': 4e-06, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",95b8e1eef9dc,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,elastoplastic_model,"The cesium plus cadmium tests were conducted at a temperature of 300°C, a core compression rate of 25.4 μm/min and 6% cadmium in molten cesium",judgement,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,SIMFEX,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
zirconium-lined Zircaloy,{},,"{'temp_C': 300.0, 'medium': 'cesium plus cadmium', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d3c77f0b265,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk1,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"SIMFEX tests were conducted using unlined Zircaloy-4, unlined Zircaloy-2, graphitelined Zircaloy-4, zirconium-lined Zircaloy-2, and Zircaloy-3A alloy-lined Zircaloy-2 tubing",judgement,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk2,,SIMFEX,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,"Sensitivity tests were performed on the Zircaloy-4 tubing with large variations in test temperature, core compression rate, and iodine partial pressure",judgement,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_035_chunk2,,sensitivity,,,,
