alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极ge_or_fig
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': 577, 'medium': 'vacuum', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': 'vacuum'}",4c61cd124b55,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,vacuum annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,The specimens AO and KS were mechanically polished to remove their preoxidation film before the vacuum annealing,process,,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,mechanical polishing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens AO and KS,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,high,,all the specimens were pickled in an aqueous solution of hydrogen fluoride/nitric acid,process,,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': 'HF/HNO3 aqueous solution', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",df84ef6cf4ae,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,pickling,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,Chemical composition of the tube specimens was determined by the fluorescent $\mathbf { X }$ -ray spectroscopy,analysis_method,,text,chemical analysis,chemical composition,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,X-ray spectroscopy,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,chemical analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,tube specimens,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,The (0002) full pole figures and Kearns' parameter $F$ value) were determined by the X-ray diffraction method,analysis_method,,text,texture analysis,Kearns parameter F value,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,X-ray diffraction,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,"second phase particles were observed by scanning electron microscopy (SEM), and their number densities and sizes were determined",analysis_method,,text,microstructure analysis,"precipitate number density, precipitate size",,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,SEM,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,texture analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,"For three typical specimens, SM2, AO, and MC, the compositions and structures of the precipitates were also determined by transmission electron microscopy with energy dispersive X-ray spectrometry (TEM-EDX) and electron diffractometry (ED) analyses",analysis_method,,text,precipitate analysis,"precipitate composition, precipitate structure",,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC","TEM-EDX, electron diffractometry",,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
