alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"The tubing selected for the round robin was typical of current pressurized water reactor (PWR) fuel cladding, with a nominal outer diameter of 0.440 in. and a wall thickness of 0.025 in.",measurement,,1,,wall thickness,in,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,mm,0.635,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"Four of the tubes, with a wall thickness variation less than 0.00l in.",measurement,,1,,wall thickness variation,in,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,mm,0.0254,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"The fifth tube was from a different ingot, and although produced by the same fabrication route, it was introduced into the program because it had a larger wall thickness variation (0.0010 to 0.0018 in.).",measurement,,1,,wall thickness variation,in,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,mm,,0.04572,0.0254
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,Laboratory and Test Procedure I-A: Number of Specimens 15,count,,1,,,specimens,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,specimens,15,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,Laboratory and Test Procedure I-A: Internal Mandrel Diametral Clearance 0.077 in.,measurement,,1,,mandrel diametral clearance,in,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,mm,1.9558,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,Laboratory and Test Procedure 1-B: Number of Specimens 14,count,,1,,,specimens,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,specimens,14,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,Laboratory and Test Procedure 2-A: Number of Specimens 7,count,,1,,,specimens,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,specimens,7,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,Laboratory and Test Procedure 2-A: Internal Mandrel Diametral Clearance 0.010 in.,measurement,,1,,mandrel diametral clearance,in,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,mm,0.254,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,Laboratory and Test Procedure 3: Internal Mandrel Diametral Clearance 0.040 in.,measurement,,1,,mandrel diametral clearance,in,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,mm,1.016,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,1.0,elastoplastic_model,Laboratory and Test Procedure I-A: Pressurizing Fluid silicone fluid (Monsanto OS-124),judgement,,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'silicone fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",cacadede2b1d,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,1.0,elastoplastic_model,Laboratory and Test Procedure 1-B: Pressurizing Fluid water,judgement,,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d0bb1929a4a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,1.0,elastoplastic_model,Laboratory and Test Procedure 2-A: Pressurizing Fluid hydrogenated terphenyl mixture (Monsanto HB-40),judgement,,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydrogenated terphenyl mixture', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c309e8775194,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,1.0,elastoplastic_model,Laboratory and Test Procedure 3: Pressurizing Fluid hydraulic fluid,judgement,,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,closed-end burst test,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': 'hydraulic fluid', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7a01c7550051,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,1,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk1,tube,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,0.8,elastoplastic_model,it should have taken $6 \%$ min. to reach yield,measurement,,text,testing,time to yield,min,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,burst test,min,6.5,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
,{},"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None}",79ac92548122,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,testing,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_005_chunk2,specimens,,,,,
