alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_ffig,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极值
Zircaloy-4,"{'Sn': {'value': 1.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,"This study is concerned only with stress-relieved tubes, with final annealing temperatures of 500°C maximum.",judgement,,,text,final annealing,,°C,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,°C,,500.0,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,"The most important results (tooling design/Contractile Strain Ratio (CSR), tooling/mechanical characteristics) have been obtained for tubes with a mean stress-relief annealed temperature of about 460°C.",mean,,,text,stress-relief annealing,,°C,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,°C,460.0,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,final annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,stress-relieved,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,0.9,elastoplastic_model,"In the manufacturing fields discussed above, CSR varies from 0.8 to 2.8.",range,,,text,,Contractile Strain Ratio,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,2.8,0.8,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,0.9,elastoplastic_model,Room temperature tensile test (per ASTM E 8): Yield strength at 0.2% strain (MPa) Ultimate strength (MPa),judgement,,,text,,Yield strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,tensile test,MPa,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,0.9,elastoplastic_model,Room temperature tensile test (per ASTM E 8): Yield strength at 0.2% strain (MPa) Ultimate strength (MPa),judgement,,,text,,Ultimate strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,tensile test,MPa,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 20.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",75fc74b77725,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,0.9,elastoplastic_model,Hot tensile test at 343 and 385°C (per ASTM E 21): Yield strength at 0.2% strain (MPa) Ultimate strength (MPa),judgement,,,text,,Yield strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,tensile test,MPa,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,0.9,elastoplastic_model,Hot tensile test at 343 and 385°C (per ASTM E 21): Yield strength at 0.2% strain (MPa) Ultimate strength (MPa),judgement,,,text,,Ultimate strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,tensile test,MPa,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 343.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7da4f7154f4c,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,0.9,elastoplastic_model,Hot tensile test at 343 and 385°C (per ASTM E 21): Yield strength at 0.2% strain (MPa) Ultimate strength (MPa),judgement,,,text,,Yield strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,tensile test,MPa,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,0.9,elastoplastic_model,Hot tensile test at 343 and 385°C (per ASTM E 21): Yield strength at 0.2% strain (MPa) Ultimate strength (MPa),judgement,,,text,,Ultimate strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,tensile test,MPa,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 385.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ebe6b4a98a0f,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,0.9,irradiation_creep,Creep on pressurized specimen at 130 MPa held at 400°C for 240 h while measuring the diametral strain (%),judgement,,,text,,diametral strain,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,creep test,%,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 400.0, 'medium': None, 'pressure_MPa': 130.0, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 240.0, 'atmosphere': None}",1156e3123081,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk1,,,,,,,
,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,Contractile Strain Ratio (CSR) points < 1.3,judgement,,,text,,Contractile Strain Ratio,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk2,,,,1.3,,,
,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,Contractile Strain Ratio (CSR) points > 2,judgement,,,text,,Contractile Strain Ratio,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk2,,,,2.0,,,
,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk2,,,,,,,
,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_007_chunk2,,,,,,,
