alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,note,page_or_fig,page_or_f极,process_step,property_name,raw_unit,source_id,source极,specimen_state,test_type,unit,value,value_max,value_min,极alue
Zircaloy-4,{},"{'temp_C': 677.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8291f529866f,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,recrystallization anneal,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': 677.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8291f529866f,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,recrystallization anneal,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': 677.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",8291f529866f,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,recrystallization anneal,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,elastoplastic_model,"The corresponding percent area reductions for these three passes ranged from 51 to 76% in the first pass, 53 to 79% in the second pass, and 64 to 82% in the third pass",range,,,text,,pilgering,area reduction,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,deformation,%,,76.0,51.0,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,elastoplastic_model,"The corresponding percent area reductions for these three passes ranged from 51 to 76% in the first pass, 53 to 79% in the second pass, and 64 to 82% in the third pass",range,,,text,,pilgering,area reduction,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,deformation,%,,79.0,53.0,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,elastoplastic_model,"The corresponding percent area reductions for these three passes ranged from 51 to 76% in the first pass, 53 to 79% in the second pass, and 64 to 82% in the third pass",,range,,text,,pilgering,area reduction,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,deformation,%,,82.0,64.0,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,pilgering,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk1,,tubing,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,Chemical analysis of Zircaloy-4,range,,,Table 2,,,composition,wt%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,Chemical analysis,wt%,,,,
Zircaloy-4,"{'Sn': {'value': 1.53, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,Average Wt. Percent: 1.53,measurement,,,Table 2,,,Sn content,wt%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,Chemical analysis,wt%,1.53,,,
Zircaloy-4,"{'Ni': {'value_min': None, 'value_max': 0.0035, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,Average Wt. Percent: <0.0035,measurement,,,Table 2,,,Ni content,wt%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,Chemical analysis,wt%,0.0035,0.0035,,
Zircaloy-4,"{'Fe+Cr': {'value': 0.32, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,Average Wt. Percent: 0.32,measurement,,,Table 2,,,Fe+Cr content,wt%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,Chemical analysis,wt%,0.32,,,
Zircaloy-4,"{'O': {'value': 0.13, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,Average Wt. Percent: 0.13,measurement,,,,Table 2,,O content,wt%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,Chemical analysis,wt%,0.13,,,
,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.8,elastoplastic_model,CSR = 0.16 Q₃ + 1.24 (R² = 0.33),judgement,,,Text,,,CSR-Q3 correlation,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,Regression analysis,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Sn': {'value_min': 1.2, 'value_max': 1.7, 'unit': 'wt%'}, 'Fe': {'value_min': 0.18, 'value_max': 0.24, 'unit': 'wt%'}, 'Cr': {'value_min': 0.07, 'value_max': 0.13, 'unit': 'wt%'}, 'Ni': {'value_min': None, 'value_max': 0.007, 'unit': 'wt%'}, 'Fe+Cr': {'value_min': 0.28, 'value_max': 0.37, 'unit': 'wt%'}, 'O': {'value_min': 0.1, 'value_max': 0.14, 'unit': 'wt%'}, 'Zr': {'value': 'Balance', 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,0.9,,Average Wt. Percent: 0.21,measurement,,,Table 2,,,Fe content,wt%,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,Chemical analysis,wt%,0.21,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Fe': {'value': 0.21, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, '极rain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",4509420e5b2e,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,Average Wt. Percent: 0.11,measurement,,,Table 2,,,Cr content,wt%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,Chemical analysis,wt%,,,,0.11
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
