alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,evidence极,metric_type,metric极,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极 step
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,1.0,irradiation_creep,Creep testing was performed at 399°C (750°F),,test_condition,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,creep testing,,,,,
Zircaloy-4,"{'Sn': {'value': 1.2, 'unit': 'wt%'}}",Sn: ~1.20%,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,1.0,irradiation_creep,"The steady state strain rates increased by factors of 6.5, and 2 for the 0:1, 1:1, and 2:1 stress states. respectively, as the tin content decreased toward the lower tin content limit of 1.20%",,value,,,text,,steady state strain rate,factor increase,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,creep testing,factor,6.5,,,
Zircaloy-4,"{'Sn': {'value': 1.2, 'unit': 'wt%'}}",Sn: ~1.20%,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,1.0,irradiation_creep,"The steady state strain rates increased by factors of 6.5, and 2 for the 0:1, 1:1, and 2:1 stress states. respectively, as the tin content decreased toward the lower tin content limit of 1.20%",,value,,,text,,steady state strain rate,factor increase,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,creep testing,factor,5.0,,,
Zircaloy-4,"{'Sn': {'value': 1.2, 'unit': 'wt%'}}",Sn: ~1.20%,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,1.0,irradiation_creep,"The steady state strain rates increased by factors of 6.5, and 2 for the 0:1, 1:1, and 2:1 stress states. respectively, as the tin content decreased toward the lower tin content limit of 1.20%",,value,,,text,,steady state strain rate,factor increase,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,creep testing,factor,2.0,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,elastoplastic_model,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': 399.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a2088f4a0ce,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,1.0,elastoplastic_model,the anisotropy parameters measured under low strain rate conditions moved closer to isotropic conditions as the tin content decreased,,judgement,,,text,,anisotropy parameters,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,creep testing,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'low', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",ff8cc159f2d2,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk1,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,cladding has an unrecrystallized microstructure with a highly anisotropic grain shape,,judgement,,,text,"cold-worked, stress-relieved",microstructure,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,unrecrystallized with highly anisotropic grain shape,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,"cold-worked, stress-relieved",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,1.0,elastoplastic_model,The tension testing was performed on cladding specimens both at room temperature and 343°C (650°F),,test_condition,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,tension testing,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,1.0,elastoplastic_model,The tension testing was performed on cladding specimens both at room temperature and 343°C (650°F),,test_condition,,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,tension testing,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
