文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Specimen History,"BWR-B, water rod, two cycle, etched",Zircaloy-2,irradiated,"BWR water rod, two cycle, etched",corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see table data,,,"{""reactor_type"": ""BWR-B"", ""irradiation_cycles"": ""2"", ""surface_treatment"": ""etched""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Specimen History,"BWR-B, water rod, three cycle, etched",Zircaloy-2,irradiated,"BWR water rod, three cycle, etched",corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see table data,,,"{""reactor_type"": ""BWR-B"", ""irradiation_cycles"": ""3"", ""surface_treatment"": ""etched""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Specimen History,"BWR-B, water rod, three cycle, annealed 650C/2 h, etched",Zircaloy-2,irradiated + annealed,"BWR water rod, three cycle, annealed 650C/2 h, etched",corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see table data,,,"{""reactor_type"": ""BWR-B"", ""irradiation_cycles"": ""3"", ""annealing"": ""650°C/2 h"", ""surface_treatment"": ""etched""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Specimen History,"BWR-A, water rod, seven cycle, etched",Zircaloy-2,irradiated,"BWR water rod, seven cycle, etched",corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see table data,,,"{""reactor_type"": ""BWR-A"", ""irradiation_cycles"": ""7"", ""surface_treatment"": ""etched""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Specimen History,"BWR-A, water rod, seven cycle, annealed 650C/2 h, etched",Zircaloy-2,irradiated + annealed,"BWR water rod, seven cycle, annealed 650C/2 h, etched",corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see table data,,,"{""reactor_type"": ""BWR-A"", ""irradiation_cycles"": ""7"", ""annealing"": ""650°C/2 h"", ""surface_treatment"": ""etched""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Specimen History,"BWR-B, water rod, unirradiated archive",Zircaloy-2,unirradiated,BWR water rod archive,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see table data,,,"{""reactor_type"": ""BWR-B"", ""irradiation_status"": ""unirradiated""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Specimen History,"BWR-B, water rod, three cycle, tested with in-reactor oxide intact",Zircaloy-2,irradiated,"BWR water rod, three cycle",corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see table data,,,"{""reactor_type"": ""BWR-B"", ""irradiation_cycles"": ""3"", ""oxide_condition"": ""in-reactor oxide intact""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Fig. 6,Corrosion in 520°C (793 K) steam,Zircaloy-2,irradiated,BWR water rods,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""test_temperature"": ""520°C (793 K)"", ""materials"": ""[\""BWR-B water rods\"", \""BWR-A water rods\"", \""BWR-A channel strip with weld\""]""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk5,Table 3,Table 3 summarizes data on weld metal before and after corrosion testing,Zircaloy-4 weld metal,weld metal,irradiated,corrosion testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""boundary_Cr_content"": ""0.21%"", ""boundary_Fe_content"": ""0.28%"", ""matrix_Cr_content"": ""0.03%"", ""matrix_Fe_content"": ""0.19%"", ""precipitate_status"": ""eliminated visible precipitates""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Specimen 6: Fluence 6, Rate 0.81 mg/dm²/day at 271 days",Zircaloy-2,irradiated,,corrosion test,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,"{'value': 0.81, 'unit': 'mg/dm²/day', 'raw_unit': 'mg/dm²/day'}",,,"{""fluence"": ""6"", ""corrosion_time_period"": ""271 days""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Specimen 11: Fluence 6, Rate 1.03 mg/dm²/day, Time Period >160 days after annealing at 0 days",Zircaloy-2,annealed,annealing,corrosion test,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,"{'value': 1.03, 'unit': 'mg/dm²/day', 'raw_unit': 'mg/dm²/day'}",,,"{""fluence"": ""6"", ""corrosion_time_period"": "">160 days"", ""treatment"": ""annealing at 0 days""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Specimen 23: Fluence 8, Rate 1.87 mg/dm²/day, 56 to 91 days; reactor-formed oxide not removed",Zircaloy-2,irradiated,,corrosion test,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,"{'value': 1.87, 'unit': 'mg/dm²/day', 'raw_unit': 'mg/dm²/day'}",,,"{""fluence"": ""8"", ""corrosion_time_period"": ""56 to 91 days"", ""oxide_condition"": ""reactor-formed oxide not removed""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Specimen 8: Fluence 12, Rate 1.15 mg/dm²/day, Time Period >130 days",Zircaloy-2,irradiated,,corrosion test,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,"{'value': 1.15, 'unit': 'mg/dm²/day', 'raw_unit': 'mg/dm²/day'}",,,"{""fluence"": ""12"", ""corrosion_time_period"": "">130 days""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Fluence 12, Rate 1.05 mg/dm²/day, Time Period <130 days",Zircaloy-2,irradiated,,corrosion test,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,"{'value': 1.05, 'unit': 'mg/dm²/day', 'raw_unit': 'mg/dm²/day'}",,,"{""fluence"": ""12"", ""corrosion_time_period"": ""<130 days""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,"Fig. 4, Table 2, Table 5",High-fluence Specimens 11 and 14 (see Table 2) were annealed at 650°C (923 K) for 2 h before testing at 400°C (673 K) and compared to sibling Specimens 6 and 8,Zircaloy,irradiated and annealed,post-irradiation annealing at 650°C (923 K) for 2 h,corrosion testing,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,reduced uniform oxide growth rate,,reduces metal hardness to unirradiated level,"{""annealing_temperature"": ""650°C (923 K)"", ""annealing_time"": ""2 h"", ""corrosion_temperature"": ""400°C (673 K)"", ""irradiation_damage"": ""eliminates black dot damage"", ""iron_redistribution"": ""matrix iron redistributed to precipitates"", ""hydrogen_effects"": ""possible effects noted""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,"Fig. 4, Table 5",Specimen 6 was annealed at 650°C (923 K) after having 271 days in 400°C (673 K) steam,Zircaloy,irradiated and pre-corroded,annealing after 271 days corrosion,corrosion testing,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,initial large transient then lower rate,,,"{""pre_corrosion_time"": ""271 days"", ""annealing_temperature"": ""650°C (923 K)"", ""oxide_porosity"": ""annealing may damage or create porosity"", ""point_defects"": ""high concentration possible after anneal""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,Fig. 4,Specimen 23 with preexisting oxide of 21 μm (300 mg/dm²) reduced the uniform oxide growth to much lower rates for 30 days,Zircaloy,irradiated with intact oxide,in-reactor corrosion,corrosion testing,,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,λ^1.03 μm/dm²/day,linear rate after 30-day incubation,,,"{""oxide_thickness"": ""21 μm (300 mg/dm²)"", ""incubation_time"": ""30 days"", ""growth_rate_parameter"": ""λ^1.03""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,Fig. 6,Zircaloy-2 and Zircaloy-4 in the 520°C (793 K) two-step tests,"['Zircaloy-2', 'Zircaloy-4']",irradiated,two-step corrosion test,corrosion testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,solute redistribution controls nodular corrosion behavior,,,"{""test_temperature"": ""520°C (793 K)"", ""test_type"": ""two-step"", ""solute_redistribution"": ""iron reprecipitates at grain boundaries"", ""nodular_corrosion_inhibition"": ""high solute iron inhibits nucleation"", ""solute_concentrations"": ""Zircaloy-4: >2000 ppm Fe, Zircaloy-2: >2500 ppm Fe+Ni""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,,Zircaloy-2 and Zircaloy-4 have been irradiated in BWRs at 288°C (561 K),"['Zircaloy-2', 'Zircaloy-4']",irradiated,BWR irradiation,corrosion testing and microstructure evaluation,,,,,,,,,,,,,,,,,,,,BWR environment,,,,,,,,,,,,,,,,,,,,,,"uniform corrosion rates increased by pre-irradiation, nodular corrosion eliminated",,,"{""irradiation_temperature"": ""288°C (561 K)"", ""environment"": ""BWR"", ""precipitate_behavior"": ""small precipitates disappear rapidly, larger precipitates lose Fe/Ni slowly"", ""solute_effect"": ""matrix solute levels strongly affect corrosion"", ""hydrogen_accumulation"": ""potential effect on oxide growth at high thicknesses""}"
