alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,process极,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极value
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,commercial production,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,stress-relieved,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,commercial production,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,stress-relieved,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,commercial production,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,stress-relieved,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,commercial production,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,stress-relieved,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,The nominal dimensions of the tubings were 12.523 mm outside diameter by 10.795 mm inside diameter for Zircaloy-2,measurement,,text,,,outside diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,mm,12.523,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,The nominal dimensions of the tubings were 12.523 mm outside diameter by 10.795 mm inside diameter for Zircaloy-2,measurement,,text,,,inside diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,mm,10.795,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,10.72 mm outside diameter by 9.48 mm inside diameter for Zircaloy-4,measurement,,text,,,outside diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,mm,10.72,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,high,,10.72 mm outside diameter by 9.48 mm inside diameter for Zircaloy-4,measurement,,text,,,inside diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,mm,9.48,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,high,,All experiments were performed at 648 K,measurement,,text,,,test temperature,K,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,K,648.0,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,high,elastoplastic_model,The strain rate during tensile deformation was 8.3 × 10^{-5} s^{-1},measurement,,text,,,strain rate,s^{-1},STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,tensile deformation,s^{-1},8.3e-05,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",e41a86fbad8b,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,high,elastoplastic_model,normally 28.8 ks (8 h),measurement,,text,,,relaxation time,h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,relaxation,h,8.0,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",18f1e8d3a534,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,high,elastoplastic_model,accumulated strain of about 0.9 to 1.8% between two relaxation run,measurement,,text,,,plastic strain,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,tension-relaxation,%,,1.8,0.9,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-2,{},,"{'temp_C': 374.85, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",71fdd3457537,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk1,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,"In Zircaloy-4, the value of stress at the start of relaxation and the amount of stress relaxation was almost constant with increasing plastic strain",judgement,,text,,,stress at start of relaxation,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,relaxation,MPa,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,the amount of stress relaxation was almost constant with increasing plastic strain,judgement,,text,,,stress relaxation amount,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,relaxation,MPa,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,the strain hardening of the Zircaloy-4 tested saturates rapidly with increasing strain,judgement,,text,,,strain hardening saturation,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,elastoplastic_model,"relaxation after tension at three strain rates, $8 . 3 \times 1 0 ^ { - 5 }$ $8 . 3 \times 1 0 ^ { - 6 }$ , and $8 . 3 \times 1 0 ^ { - 7 } \ : \mathrm { s } ^ { - 1 }$",condition,,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,tension-relaxation,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
