alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极
Zircaloy-2,"{'Sn': {'value': 1.4, 'unit': 'wt%'}, 'Fe': {'value': 0.13, 'unit': 'wt%'}, 'Cr': {'value': 0.11, 'unit': 'wt%'}, 'Ni': {'value': 0.06, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,"heated at 1030 to 1050°C for β-quench, annealed at 700°C for 2 h, and further annealed at 480°C for 2 h in vacuum",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-2,"{'Sn': {'value': 1.4, 'unit': 'wt%'}, 'Fe': {'value': 0.13, 'unit': 'wt%'}, 'Cr': {'value': 0.11, 'unit': 'wt%'}, 'Ni': {'value': 0.06, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 1,"heated at 1030 to 1050°C for β-quench, annealed at 700°C for 2 h, and further annealed at 480°C for 2 h in vacuum",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,1.0,,"Raw material of Zircaloy-4 with a composition listed in Table 1 was heated at 1030 to 1050°C for β-quench to form solid solution, annealed at 680°C for 2 h for the recrystallization and further annealed at 475°C for 3 h in vacuum",process,,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
Zircaloy-4,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",07af71a26216,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Procedure,"β-quench at 1030-1050°C, annealed at 680°C for 2 h, annealed at 475°C for 3 h",,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,as-received,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,1.0,,"After keeping specimens at a given temperature, including 650, 800, 830 or 900°C for 2 h or 1030°C for 10 min",condition,,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 650, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",6fb4a6fbd8bb,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,1.0,,"After keeping specimens at a given temperature, including 650, 800, 830 or 900°C for 2 h or 1030°C for 10 min",condition,,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 800, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",e06e45e1c155,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,1.0,,"After keeping specimens at a given temperature, including 650, 800, 830 or 900°C for 2 h or 1030°C for 10 min",condition,,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",50c6bc0ca6d5,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,1.0,,"After keeping specimens at a given temperature, including 650, 800, 830 or 900°C for 2 h or 1030°C for 10 min",condition,,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
