文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type II cladding,Surface Treatment 2,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '272-633', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""2""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type II cladding,Surface Treatment 3,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '219-399', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""3""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type III cladding,Surface Treatment 0,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '87-181', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""0""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type III cladding,Surface Treatment 2,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '125-132', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""2""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type III cladding,Surface Treatment 3,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '123-127', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""3""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type IV cladding,Surface Treatment 0,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '5700-5900', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""0""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type IV cladding,Surface Treatment 1,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '3900-4800', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""1""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type V cladding,Surface Treatment 1,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '608-2500', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""1""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type V cladding,Surface Treatment 2,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '3700-3800', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""2""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk5,Table 4,Oxide weight gains for claddings with different surface treatments,,Type V cladding,Surface Treatment 3,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '3900-6300', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""3""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_022_chunk6,Text,prefilmed surface: 608 to $2 5 0 0 ~ \mathrm { m g } / \mathrm { d m } ^ { 2 }$ and $\bullet$ coarse ground surface: 3900 to $6 3 0 0 ~ \mathrm { m g } / \mathrm { d m } ^ { 2 }$,Zircaloy-2,prefilmed and coarse ground surface,,autoclave corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'value': '608-2500', 'unit': 'mg/dm²', 'raw_unit': 'mg/dm²'}",,,"{""surface_treatment"": ""prefilmed and coarse ground"", ""corrosion_environment"": ""520°C autoclave""}"
