文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk2,Table 1,Sample Identity: 13I,,irradiated,cladding,SEM (H),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""assembly"": ""5F1"", ""rod_number"": ""096-40013"", ""distance_from_bottom"": ""870 mm""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,Fig. 5,"for bulk hydrogen levels close to or below the solubility limit, there is no clear radial hydrogen concentration profile (Sample 13I in Fig. 5)",,irradiated PWR cladding,high burnup,SEM hydrogen analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_distribution"": ""no clear radial concentration profile"", ""sample_id"": ""13I"", ""oxide_thickness"": ""not specified"", ""hydrogen_level"": ""close to or below solubility limit""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,,"The laboratory-hydrided samples were also found to have nonuniform radial hydrogen distributions. However, in this case, a solid hydride layer formed on the surfaces of the tubing, while the hydrogen concentration in the interior never rose above 600 to 800 ppm",Zircaloy,unirradiated laboratory-hydrided,laboratory hydriding,SEM analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_distribution"": ""nonuniform radial distribution with solid surface hydride layer"", ""hydrogen_concentration_interior"": ""600-800 ppm"", ""hydride_phase"": ""δ-phase""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,Table 2,"The mean tin concentration determined for the reference sample was 1.43 ± 0.02% by weight, which agrees fairly well with the values of 1.46% and 1.48% by weight for this material obtained by two different bulk analysis methods",Zircaloy,reference sample,,EPMA (tin) measurements,,,"{'value': 1.43, 'raw_unit': 'wt%', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""tin_concentration"": ""1.43 ± 0.02 wt%"", ""measurement_method"": ""EPMA"", ""reference_values"": ""1.46-1.48 wt%""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk6,116-132,"Pressure tubes for CANDU reactors are made from extruded and cold-drawn Zr-2.5Nb alloy. Their microstructure consists of elongated α-Zr grains (0.3 to 0.5 μm thick), containing about 1 atom percent niobium, surrounded by a thin (30 to 50 nm) network of metastable β-Zr phase",Zr-2.5Nb,extruded and cold-drawn,"extrusion, cold-drawing",microstructural characterization,,"{'value': 97.5, 'raw_unit': 'wt%', 'unit': 'wt%'}",,"{'value': 2.5, 'raw_unit': 'wt%', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""grain_size"": ""0.3-0.5 μm"", ""phase_composition"": ""α-Zr grains with 1 at% Nb, β-Zr network with 20 at% Nb"", ""microstructure"": ""elongated α-Zr grains surrounded by metastable β-Zr phase""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk6,116-132,"Alloys of Zr-1Nb and Zr-20Nb were prepared, heat treated, and oxidized in 573 K water",Zr-1Nb,prepared and heat treated,"heat treatment, oxidation",corrosion testing,,"{'value': 99.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,"{'value': 1.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""oxidation_rate"": ""slower than Zr-20Nb"", ""hydrogen_absorption"": ""higher than Zr-20Nb"", ""oxide_crystallite_size"": ""20-60 nm"", ""oxide_phase"": ""monoclinic ZrO₂""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk6,116-132,"Alloys of Zr-1Nb and Zr-20Nb were prepared, heat treated, and oxidized in 573 K water",Zr-20Nb,prepared and heat treated,"heat treatment, oxidation",corrosion testing,,"{'value': 80.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,"{'value': 20.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""oxidation_rate"": ""more rapid than Zr-1Nb"", ""hydrogen_absorption"": ""considerably lower"", ""phase_decomposition"": ""β-Zr undergoes partial decomposition to omega phase"", ""oxide_crystallite_size"": ""~15 nm"", ""oxide_phase"": ""monoclinic ZrO₂, possibly tetragonal ZrO₂ or 6ZrO₂·Nb₂O₅"", ""niobium_content"": ""unoxidized niobium present in oxides""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk7,,"Hydrogen depth profiling by nuclear reaction analyses has been used to investigate the diffusion of hydrogen in these oxides. The oxide films were implanted with hydrogen and the progressive dispersion of the implanted hydrogen, as a result of annealing, was used to investigate hydrogen diffusion as a function of temperature.",Zr-1Nb,oxide film,annealing,hydrogen diffusion analysis,,"{'value': 99.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,"{'value': 1.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_diffusion_characteristics"": ""nondispersive implanted hydrogen peaks after annealing"", ""oxide_porosity"": ""interconnected porosity suggested""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk7,,the broadened peaks in the Zr-20Nb oxide after annealing are indicative of a normal diffusion process in a nonporous medium,Zr-20Nb,oxide,annealing,hydrogen diffusion analysis,,"{'value': 80.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,"{'value': 20.0, 'raw_unit': 'wt%', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_diffusion_characteristics"": ""normal diffusion process"", ""oxide_porosity"": ""nonporous medium""}"
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk7,,discussed in terms of corrosion and hydrogen uptake in Zr-2.5Nb pressure tube material,Zr-2.5Nb,pressure tube material,,corrosion and hydrogen uptake analysis,,"{'value': 97.5, 'raw_unit': 'wt%', 'unit': 'wt%'}",,"{'value': 2.5, 'raw_unit': 'wt%', 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""material_application"": ""pressure tube"", ""analysis_topics"": [""corrosion"", ""hydrogen uptake""]}"
